id,registry,registration_date,start_date,has_prospective_registration
NCT02788448,ClinicalTrials.gov,2016-05-25,2016-01-31,FALSE
NCT01914497,ClinicalTrials.gov,2013-07-31,2014-10-31,TRUE
NCT01721538,ClinicalTrials.gov,2012-11-01,2012-10-31,FALSE
NCT00711360,ClinicalTrials.gov,2008-07-07,2008-07-31,TRUE
NCT00047099,ClinicalTrials.gov,2002-10-03,2001-08-31,FALSE
NCT02488694,ClinicalTrials.gov,2015-06-30,2015-11-30,TRUE
NCT01534455,ClinicalTrials.gov,2012-02-08,2012-02-29,TRUE
NCT00176046,ClinicalTrials.gov,2005-09-10,1999-05-31,FALSE
NCT02478957,ClinicalTrials.gov,2015-06-19,2015-06-30,TRUE
NCT00946374,ClinicalTrials.gov,2009-07-24,2004-07-31,FALSE
NCT00659789,ClinicalTrials.gov,2008-04-14,2008-08-31,TRUE
NCT02078986,ClinicalTrials.gov,2014-03-03,2014-02-28,FALSE
NCT00905840,ClinicalTrials.gov,2009-05-20,2007-11-30,FALSE
NCT01524055,ClinicalTrials.gov,2011-12-14,2011-12-31,TRUE
NCT02045550,ClinicalTrials.gov,2014-01-13,2014-01-31,TRUE
NCT00852020,ClinicalTrials.gov,2009-02-13,2009-04-30,TRUE
NCT01501916,ClinicalTrials.gov,2011-11-04,2012-12-31,TRUE
NCT02226770,ClinicalTrials.gov,2014-04-17,2010-07-14,FALSE
NCT02951000,ClinicalTrials.gov,2016-10-28,2016-02-29,FALSE
NCT01088308,ClinicalTrials.gov,2010-03-11,2010-03-31,TRUE
NCT02169115,ClinicalTrials.gov,2014-06-12,2012-12-31,FALSE
NCT01582893,ClinicalTrials.gov,2012-04-11,2012-04-30,TRUE
NCT00074230,ClinicalTrials.gov,2003-12-10,2003-07-31,FALSE
NCT01834547,ClinicalTrials.gov,2011-05-25,2011-05-31,TRUE
NCT00274742,ClinicalTrials.gov,2006-01-10,2004-06-30,FALSE
NCT02312505,ClinicalTrials.gov,2012-12-03,2012-03-31,FALSE
NCT02337062,ClinicalTrials.gov,2015-01-09,2015-02-28,TRUE
NCT02309918,ClinicalTrials.gov,2014-11-04,2014-11-30,TRUE
NCT01755507,ClinicalTrials.gov,2012-12-19,2012-12-31,TRUE
NCT00792220,ClinicalTrials.gov,2008-11-13,2008-11-30,TRUE
NCT01117597,ClinicalTrials.gov,2010-05-04,2010-04-30,FALSE
NCT01080963,ClinicalTrials.gov,2010-03-04,2008-11-30,FALSE
NCT02227641,ClinicalTrials.gov,2014-08-26,2014-10-31,TRUE
NCT01448798,ClinicalTrials.gov,2011-10-06,2011-10-31,TRUE
NCT02062138,ClinicalTrials.gov,2014-02-06,2014-01-31,FALSE
NCT00535652,ClinicalTrials.gov,2007-09-24,2007-09-30,TRUE
NCT01079689,ClinicalTrials.gov,2010-03-02,2010-02-28,FALSE
NCT01564004,ClinicalTrials.gov,2012-03-24,2011-02-28,FALSE
NCT03114293,ClinicalTrials.gov,2017-03-31,2016-04-01,FALSE
NCT02503293,ClinicalTrials.gov,2015-07-01,2015-07-29,TRUE
NCT01187303,ClinicalTrials.gov,2010-08-19,2011-05-31,TRUE
NCT02755246,ClinicalTrials.gov,2016-04-05,2016-04-30,TRUE
NCT02395159,ClinicalTrials.gov,2015-03-16,2015-07-31,TRUE
NCT02276469,ClinicalTrials.gov,2014-10-09,2011-07-31,FALSE
NCT01311245,ClinicalTrials.gov,2011-03-07,2008-07-31,FALSE
NCT01916408,ClinicalTrials.gov,2013-05-15,2013-08-31,TRUE
NCT01109966,ClinicalTrials.gov,2010-03-29,2010-06-30,TRUE
NCT02664805,ClinicalTrials.gov,2016-01-22,2016-02-29,TRUE
NCT00156338,ClinicalTrials.gov,2005-09-08,2005-07-31,FALSE
NCT01581450,ClinicalTrials.gov,2011-11-30,2012-01-31,TRUE
NCT02092753,ClinicalTrials.gov,2014-02-26,2014-03-31,TRUE
NCT00440167,ClinicalTrials.gov,2007-02-22,2006-06-30,FALSE
NCT02559141,ClinicalTrials.gov,2015-09-23,2014-03-31,FALSE
NCT01713790,ClinicalTrials.gov,2012-10-14,2012-10-31,TRUE
NCT00902876,ClinicalTrials.gov,2009-05-14,2009-03-31,FALSE
NCT02493283,ClinicalTrials.gov,2015-06-30,2011-09-30,FALSE
NCT02156791,ClinicalTrials.gov,2014-05-23,2013-08-31,FALSE
NCT02902861,ClinicalTrials.gov,2016-07-26,2013-02-28,FALSE
NCT00793663,ClinicalTrials.gov,2008-11-18,2008-11-30,TRUE
NCT00748202,ClinicalTrials.gov,2008-09-04,2008-09-30,TRUE
NCT00056134,ClinicalTrials.gov,2003-03-06,2002-10-31,FALSE
NCT02181140,ClinicalTrials.gov,2013-07-08,2011-08-31,FALSE
NCT01224379,ClinicalTrials.gov,2010-10-19,2011-01-31,TRUE
NCT02618070,ClinicalTrials.gov,2015-11-24,2016-03-31,TRUE
NCT00858793,ClinicalTrials.gov,2009-03-09,2008-11-28,FALSE
NCT01391078,ClinicalTrials.gov,2011-06-14,2011-06-30,TRUE
NCT00947908,ClinicalTrials.gov,2009-07-27,2009-06-30,FALSE
NCT01534702,ClinicalTrials.gov,2012-02-14,2012-01-31,FALSE
NCT01344707,ClinicalTrials.gov,2011-04-12,2011-03-31,FALSE
NCT01934699,ClinicalTrials.gov,2013-08-29,2011-06-30,FALSE
NCT02175160,ClinicalTrials.gov,2014-06-11,2014-07-31,TRUE
NCT01521715,ClinicalTrials.gov,2011-12-21,2012-01-24,TRUE
NCT01641185,ClinicalTrials.gov,2012-07-06,2012-05-31,FALSE
NCT00810303,ClinicalTrials.gov,2008-12-17,2009-03-31,TRUE
NCT01320254,ClinicalTrials.gov,2011-03-21,2011-06-30,TRUE
NCT00876551,ClinicalTrials.gov,2009-04-03,2008-01-31,FALSE
NCT02110043,ClinicalTrials.gov,2014-02-13,2014-03-31,TRUE
NCT01064583,ClinicalTrials.gov,2010-02-05,2009-10-31,FALSE
NCT01855035,ClinicalTrials.gov,2013-05-07,2013-05-31,TRUE
NCT01032252,ClinicalTrials.gov,2009-12-12,2009-04-30,FALSE
NCT02641782,ClinicalTrials.gov,2015-12-12,2015-11-30,FALSE
NCT01426633,ClinicalTrials.gov,2011-08-29,2011-11-30,TRUE
NCT01582347,ClinicalTrials.gov,2012-04-18,2012-03-31,FALSE
NCT00504400,ClinicalTrials.gov,2007-07-18,2007-08-31,TRUE
NCT03312816,ClinicalTrials.gov,2017-10-12,2017-10-16,TRUE
NCT00688571,ClinicalTrials.gov,2008-05-30,2007-10-31,FALSE
NCT02566369,ClinicalTrials.gov,2015-10-01,2015-11-30,TRUE
NCT01528332,ClinicalTrials.gov,2012-02-01,2012-02-29,TRUE
NCT01764880,ClinicalTrials.gov,2013-01-07,2012-11-30,FALSE
NCT00598676,ClinicalTrials.gov,2008-01-10,2007-09-30,FALSE
NCT00623415,ClinicalTrials.gov,2008-02-15,2007-12-31,FALSE
NCT00909025,ClinicalTrials.gov,2009-05-18,2009-05-31,TRUE
NCT01197885,ClinicalTrials.gov,2010-09-06,2010-09-03,TRUE
NCT02501577,ClinicalTrials.gov,2015-07-09,2015-03-31,FALSE
NCT00136188,ClinicalTrials.gov,2005-08-25,2009-08-31,TRUE
NCT01278537,ClinicalTrials.gov,2011-01-18,2011-02-28,TRUE
NCT02135926,ClinicalTrials.gov,2014-04-30,2014-03-31,FALSE
NCT02891863,ClinicalTrials.gov,2016-08-29,2015-09-30,FALSE
NCT01355835,ClinicalTrials.gov,2011-05-13,2011-02-28,FALSE
NCT00893685,ClinicalTrials.gov,2009-04-22,2009-05-31,TRUE
NCT00554164,ClinicalTrials.gov,2007-11-05,2007-11-30,TRUE
NCT00819286,ClinicalTrials.gov,2009-01-06,2008-11-30,FALSE
NCT01788800,ClinicalTrials.gov,2013-02-04,2009-01-31,FALSE
NCT01793558,ClinicalTrials.gov,2013-02-12,2013-02-28,TRUE
NCT02406014,ClinicalTrials.gov,2015-03-27,2015-04-30,TRUE
NCT01111448,ClinicalTrials.gov,2010-04-23,2010-04-30,TRUE
NCT01340690,ClinicalTrials.gov,2011-04-07,2011-03-08,FALSE
NCT01388998,ClinicalTrials.gov,2011-07-05,2011-01-31,FALSE
NCT01180322,ClinicalTrials.gov,2010-08-02,2010-11-30,TRUE
NCT02153294,ClinicalTrials.gov,2014-05-23,2014-08-31,TRUE
NCT00170677,ClinicalTrials.gov,2005-09-13,2005-09-30,TRUE
NCT00837564,ClinicalTrials.gov,2009-02-04,2009-02-28,TRUE
NCT01726933,ClinicalTrials.gov,2012-11-12,2012-11-30,TRUE
NCT01883765,ClinicalTrials.gov,2013-02-21,2013-02-28,TRUE
NCT02595229,ClinicalTrials.gov,2015-10-25,2010-05-31,FALSE
NCT01043419,ClinicalTrials.gov,2010-01-05,2010-01-31,TRUE
NCT02441621,ClinicalTrials.gov,2015-04-28,2015-06-30,TRUE
NCT02601963,ClinicalTrials.gov,2015-10-19,2015-09-30,FALSE
NCT02025205,ClinicalTrials.gov,2013-12-21,2014-08-31,TRUE
NCT01350986,ClinicalTrials.gov,2011-05-06,2011-05-31,TRUE
NCT01053832,ClinicalTrials.gov,2010-01-19,2010-01-31,TRUE
NCT01607684,ClinicalTrials.gov,2012-05-20,2012-01-31,FALSE
NCT00834314,ClinicalTrials.gov,2009-02-02,2010-02-28,TRUE
NCT00924638,ClinicalTrials.gov,2009-06-17,2009-06-30,TRUE
NCT01608984,ClinicalTrials.gov,2012-05-29,2012-05-31,TRUE
NCT01639261,ClinicalTrials.gov,2012-07-09,2012-07-31,TRUE
NCT00625222,ClinicalTrials.gov,2008-02-11,2007-09-30,FALSE
NCT02588144,ClinicalTrials.gov,2015-10-24,2015-10-31,TRUE
NCT02227550,ClinicalTrials.gov,2014-06-27,2014-12-31,TRUE
NCT02745600,ClinicalTrials.gov,2016-03-23,2016-02-29,FALSE
NCT02102919,ClinicalTrials.gov,2014-03-31,2013-01-31,FALSE
NCT00262119,ClinicalTrials.gov,2005-12-04,2006-02-28,TRUE
NCT00921024,ClinicalTrials.gov,2009-06-12,2009-06-30,TRUE
NCT01447758,ClinicalTrials.gov,2011-07-13,2011-09-30,TRUE
NCT02283099,ClinicalTrials.gov,2014-10-31,2014-11-30,TRUE
NCT02751229,ClinicalTrials.gov,2016-03-24,2016-05-31,TRUE
NCT01261949,ClinicalTrials.gov,2010-12-16,2009-04-30,FALSE
NCT01294813,ClinicalTrials.gov,2011-02-10,2011-01-31,FALSE
NCT00616096,ClinicalTrials.gov,2008-02-04,2008-01-31,FALSE
NCT01811966,ClinicalTrials.gov,2013-03-13,2013-03-31,TRUE
NCT02207582,ClinicalTrials.gov,2014-07-31,2014-07-31,TRUE
NCT00510393,ClinicalTrials.gov,2007-08-01,2008-03-31,TRUE
NCT02228486,ClinicalTrials.gov,2014-08-15,2014-08-31,TRUE
NCT00180128,ClinicalTrials.gov,2005-09-12,2000-01-31,FALSE
NCT01060501,ClinicalTrials.gov,2010-02-01,1992-07-31,FALSE
NCT01420211,ClinicalTrials.gov,2011-08-16,2006-10-31,FALSE
NCT02861001,ClinicalTrials.gov,2016-06-13,2016-04-30,FALSE
NCT00633698,ClinicalTrials.gov,2008-03-05,2008-01-31,FALSE
NCT00310492,ClinicalTrials.gov,2006-04-02,2006-04-30,TRUE
NCT01298830,ClinicalTrials.gov,2011-02-15,2008-10-31,FALSE
NCT01266187,ClinicalTrials.gov,2010-12-20,2011-07-31,TRUE
NCT01914341,ClinicalTrials.gov,2013-07-29,2013-07-31,TRUE
NCT01937767,ClinicalTrials.gov,2013-08-29,2013-08-31,TRUE
NCT00677638,ClinicalTrials.gov,2008-05-12,2008-06-30,TRUE
NCT01361334,ClinicalTrials.gov,2011-05-17,2011-06-30,TRUE
NCT01256996,ClinicalTrials.gov,2010-12-02,2011-01-31,TRUE
NCT01607970,ClinicalTrials.gov,2012-05-23,2011-08-31,FALSE
NCT01234194,ClinicalTrials.gov,2010-11-03,2009-11-30,FALSE
NCT02512328,ClinicalTrials.gov,2015-02-24,2015-03-31,TRUE
NCT01280877,ClinicalTrials.gov,2011-01-19,2010-12-31,FALSE
NCT01927991,ClinicalTrials.gov,2013-08-17,2012-09-30,FALSE
NCT01433653,ClinicalTrials.gov,2011-07-18,2005-05-31,FALSE
NCT00642928,ClinicalTrials.gov,2008-03-21,2007-10-31,FALSE
NCT01318785,ClinicalTrials.gov,2010-12-03,2011-09-30,TRUE
NCT00862511,ClinicalTrials.gov,2009-03-16,2009-03-31,TRUE
NCT02682758,ClinicalTrials.gov,2016-02-04,2016-02-29,TRUE
NCT01540344,ClinicalTrials.gov,2012-02-19,2010-10-31,FALSE
NCT00348153,ClinicalTrials.gov,2006-07-03,2006-08-31,TRUE
NCT01214278,ClinicalTrials.gov,2010-10-04,2010-10-31,TRUE
NCT02121704,ClinicalTrials.gov,2014-04-15,2014-05-31,TRUE
NCT01207960,ClinicalTrials.gov,2010-06-29,2010-01-31,FALSE
NCT01316198,ClinicalTrials.gov,2011-03-15,2010-06-30,FALSE
NCT01389375,ClinicalTrials.gov,2011-07-05,2011-07-31,TRUE
NCT03226587,ClinicalTrials.gov,2017-06-22,2016-08-31,FALSE
NCT01367691,ClinicalTrials.gov,2011-06-01,2011-06-30,TRUE
NCT01627457,ClinicalTrials.gov,2012-06-21,2011-09-30,FALSE
NCT02741973,ClinicalTrials.gov,2016-03-23,2016-03-31,TRUE
NCT01323556,ClinicalTrials.gov,2011-03-03,2010-03-31,FALSE
NCT01094145,ClinicalTrials.gov,2010-03-25,2010-01-31,FALSE
NCT03184272,ClinicalTrials.gov,2017-06-03,2015-06-01,FALSE
NCT02689960,ClinicalTrials.gov,2016-02-08,2017-01-31,TRUE
NCT01192087,ClinicalTrials.gov,2010-08-30,2012-06-30,TRUE
NCT02157090,ClinicalTrials.gov,2010-10-28,2009-08-31,FALSE
NCT01516021,ClinicalTrials.gov,2012-01-09,2011-01-31,FALSE
NCT02806583,ClinicalTrials.gov,2016-06-09,2015-11-30,FALSE
NCT02007772,ClinicalTrials.gov,2013-09-16,2011-06-30,FALSE
NCT00719667,ClinicalTrials.gov,2008-07-20,2008-07-31,TRUE
NCT00452192,ClinicalTrials.gov,2007-03-26,2006-11-30,FALSE
NCT01866449,ClinicalTrials.gov,2013-05-22,2013-10-31,TRUE
NCT01668485,ClinicalTrials.gov,2012-08-13,2001-11-30,FALSE
NCT00615732,ClinicalTrials.gov,2008-02-01,2008-03-31,TRUE
NCT03092206,ClinicalTrials.gov,2017-03-21,2017-04-18,TRUE
NCT00670436,ClinicalTrials.gov,2008-04-29,2008-02-29,FALSE
NCT01420744,ClinicalTrials.gov,2011-08-19,2011-08-31,TRUE
NCT00701662,ClinicalTrials.gov,2008-06-18,2007-11-30,FALSE
NCT01966783,ClinicalTrials.gov,2013-10-09,2013-09-30,FALSE
NCT00769561,ClinicalTrials.gov,2008-10-08,2008-08-31,FALSE
NCT00185159,ClinicalTrials.gov,2005-09-12,2004-10-31,FALSE
NCT01550653,ClinicalTrials.gov,2012-03-01,2012-05-31,TRUE
NCT00564239,ClinicalTrials.gov,2007-11-26,2007-11-30,TRUE
NCT02364986,ClinicalTrials.gov,2014-12-10,2015-01-31,TRUE
NCT02739685,ClinicalTrials.gov,2016-04-13,2016-09-30,TRUE
NCT01348269,ClinicalTrials.gov,2011-05-02,2011-05-31,TRUE
NCT02137798,ClinicalTrials.gov,2014-05-02,2014-03-31,FALSE
NCT03378804,ClinicalTrials.gov,2017-10-06,2017-01-31,FALSE
NCT00933777,ClinicalTrials.gov,2009-07-02,2009-07-31,TRUE
NCT01145092,ClinicalTrials.gov,2010-06-14,2006-02-28,FALSE
NCT01789021,ClinicalTrials.gov,2013-02-08,2013-02-28,TRUE
NCT00407667,ClinicalTrials.gov,2006-12-01,2006-12-31,TRUE
NCT02349880,ClinicalTrials.gov,2015-01-23,2011-10-31,FALSE
NCT00125606,ClinicalTrials.gov,2005-07-26,2004-10-31,FALSE
NCT02369848,ClinicalTrials.gov,2015-02-09,2015-06-30,TRUE
NCT00804271,ClinicalTrials.gov,2008-12-05,2008-12-31,TRUE
NCT01160419,ClinicalTrials.gov,2009-10-22,2009-12-31,TRUE
NCT01051167,ClinicalTrials.gov,2010-01-15,2009-02-28,FALSE
NCT02096913,ClinicalTrials.gov,2014-03-24,2013-06-30,FALSE
NCT01908270,ClinicalTrials.gov,2013-07-23,2013-08-31,TRUE
NCT01942447,ClinicalTrials.gov,2013-09-05,2013-10-31,TRUE
NCT00473499,ClinicalTrials.gov,2007-05-14,2007-07-31,TRUE
NCT01056679,ClinicalTrials.gov,2009-09-08,2010-04-30,TRUE
NCT03657953,ClinicalTrials.gov,2018-08-14,2006-01-01,FALSE
NCT01025050,ClinicalTrials.gov,2009-11-25,2009-12-31,TRUE
NCT01523938,ClinicalTrials.gov,2012-01-30,2012-03-31,TRUE
NCT03093571,ClinicalTrials.gov,2017-03-23,2015-04-30,FALSE
NCT02051660,ClinicalTrials.gov,2014-01-29,2013-03-31,FALSE
NCT03505775,ClinicalTrials.gov,2018-04-12,2017-02-14,FALSE
NCT02526342,ClinicalTrials.gov,2015-08-02,2015-08-01,TRUE
NCT00369018,ClinicalTrials.gov,2006-08-28,2006-08-31,TRUE
NCT01767220,ClinicalTrials.gov,2013-01-07,2012-11-30,FALSE
NCT02480608,ClinicalTrials.gov,2015-06-10,2004-04-30,FALSE
NCT01856244,ClinicalTrials.gov,2013-05-08,2013-06-30,TRUE
NCT01223677,ClinicalTrials.gov,2010-10-12,2010-10-31,TRUE
NCT00884598,ClinicalTrials.gov,2009-04-18,2008-12-31,FALSE
NCT02156661,ClinicalTrials.gov,2014-06-03,2013-05-31,FALSE
NCT01259830,ClinicalTrials.gov,2010-12-13,2011-03-31,TRUE
NCT00349076,ClinicalTrials.gov,2006-07-05,2006-07-31,TRUE
NCT01773902,ClinicalTrials.gov,2013-01-15,2012-10-31,FALSE
NCT00666341,ClinicalTrials.gov,2008-04-21,2007-09-30,FALSE
NCT00746720,ClinicalTrials.gov,2008-09-03,2006-05-31,FALSE
NCT02342509,ClinicalTrials.gov,2015-01-06,2014-09-30,FALSE
NCT02196545,ClinicalTrials.gov,2014-07-14,2011-08-31,FALSE
NCT03485716,ClinicalTrials.gov,2018-03-19,2016-08-01,FALSE
NCT00151255,ClinicalTrials.gov,2005-09-06,2004-06-30,FALSE
NCT01362361,ClinicalTrials.gov,2011-05-25,2011-06-30,TRUE
NCT01234389,ClinicalTrials.gov,2010-11-02,2009-10-31,FALSE
NCT01566825,ClinicalTrials.gov,2012-03-27,2008-08-31,FALSE
NCT01967355,ClinicalTrials.gov,2013-07-26,2013-04-30,FALSE
NCT02675816,ClinicalTrials.gov,2016-01-28,2015-08-31,FALSE
NCT02848352,ClinicalTrials.gov,2016-06-29,2016-06-30,TRUE
NCT01423747,ClinicalTrials.gov,2011-08-25,2003-07-31,FALSE
NCT00930241,ClinicalTrials.gov,2009-06-29,2009-07-31,TRUE
NCT02685696,ClinicalTrials.gov,2016-02-08,2013-10-31,FALSE
NCT01854255,ClinicalTrials.gov,2013-05-12,2013-11-30,TRUE
NCT00678756,ClinicalTrials.gov,2008-05-14,2008-03-31,FALSE
NCT01208194,ClinicalTrials.gov,2010-08-27,2010-06-30,FALSE
NCT01108146,ClinicalTrials.gov,2010-02-16,2008-10-31,FALSE
NCT02552654,ClinicalTrials.gov,2015-09-16,2015-09-30,TRUE
NCT00508664,ClinicalTrials.gov,2007-07-27,2007-07-31,TRUE
NCT00943449,ClinicalTrials.gov,2009-07-21,2009-07-31,TRUE
NCT02858817,ClinicalTrials.gov,2016-07-28,2016-11-28,TRUE
NCT00571168,ClinicalTrials.gov,2007-12-10,2005-07-31,FALSE
NCT02507167,ClinicalTrials.gov,2015-07-22,2012-11-30,FALSE
NCT02148770,ClinicalTrials.gov,2014-05-14,2014-11-30,TRUE
NCT02296372,ClinicalTrials.gov,2014-11-04,2014-11-30,TRUE
NCT01115192,ClinicalTrials.gov,2010-05-03,2010-05-01,TRUE
NCT00933218,ClinicalTrials.gov,2009-06-29,2009-06-30,TRUE
NCT01236807,ClinicalTrials.gov,2010-11-08,2010-12-31,TRUE
NCT01427985,ClinicalTrials.gov,2011-08-31,2011-06-30,FALSE
NCT00554502,ClinicalTrials.gov,2007-10-29,2008-02-29,TRUE
NCT00449969,ClinicalTrials.gov,2007-03-20,2007-04-30,TRUE
NCT01798160,ClinicalTrials.gov,2013-02-16,2010-02-28,FALSE
NCT02340351,ClinicalTrials.gov,2015-01-13,2007-07-31,FALSE
NCT00691002,ClinicalTrials.gov,2008-06-03,2008-05-31,FALSE
NCT01302951,ClinicalTrials.gov,2011-01-17,2008-07-31,FALSE
NCT03031002,ClinicalTrials.gov,2017-01-14,2015-02-28,FALSE
NCT01666600,ClinicalTrials.gov,2012-07-12,2012-08-31,TRUE
NCT01236300,ClinicalTrials.gov,2010-11-05,2010-07-31,FALSE
NCT01712464,ClinicalTrials.gov,2012-10-15,2013-10-18,TRUE
NCT00567801,ClinicalTrials.gov,2007-12-04,2002-09-30,FALSE
NCT00374985,ClinicalTrials.gov,2006-09-11,2005-10-31,FALSE
NCT01789918,ClinicalTrials.gov,2013-02-08,2013-01-09,FALSE
NCT01239992,ClinicalTrials.gov,2010-11-12,2011-06-30,TRUE
NCT03022695,ClinicalTrials.gov,2015-07-01,2013-10-31,FALSE
NCT02775019,ClinicalTrials.gov,2016-05-13,2016-05-31,TRUE
NCT00575146,ClinicalTrials.gov,2007-12-17,2007-12-31,TRUE
NCT01051518,ClinicalTrials.gov,2010-01-15,2006-05-31,FALSE
NCT02531386,ClinicalTrials.gov,2015-08-07,2015-08-31,TRUE
NCT00854893,ClinicalTrials.gov,2009-03-02,2009-10-31,TRUE
NCT01019174,ClinicalTrials.gov,2009-11-24,2009-11-30,TRUE
NCT01471782,ClinicalTrials.gov,2011-10-28,2012-01-31,TRUE
NCT01262521,ClinicalTrials.gov,2010-12-16,2010-11-30,FALSE
NCT00170690,ClinicalTrials.gov,2005-09-12,2004-08-31,FALSE
NCT02051387,ClinicalTrials.gov,2013-09-18,2013-01-31,FALSE
NCT02734901,ClinicalTrials.gov,2016-03-09,2016-03-31,TRUE
NCT02595645,ClinicalTrials.gov,2015-10-29,2015-08-31,FALSE
NCT02971787,ClinicalTrials.gov,2016-11-18,2016-11-30,TRUE
NCT01137734,ClinicalTrials.gov,2010-05-24,2010-03-31,FALSE
NCT01047891,ClinicalTrials.gov,2010-01-12,2010-01-31,TRUE
NCT00204581,ClinicalTrials.gov,2005-09-13,2003-08-31,FALSE
NCT01081574,ClinicalTrials.gov,2010-03-04,2010-01-31,FALSE
NCT02260115,ClinicalTrials.gov,2014-10-01,2013-11-30,FALSE
NCT01374789,ClinicalTrials.gov,2011-03-30,2010-07-31,FALSE
NCT01517776,ClinicalTrials.gov,2012-01-11,2012-01-31,TRUE
NCT01788254,ClinicalTrials.gov,2013-01-31,2012-01-31,FALSE
NCT02157363,ClinicalTrials.gov,2014-05-12,2014-06-16,TRUE
NCT00427180,ClinicalTrials.gov,2007-01-25,2006-12-31,FALSE
NCT00876720,ClinicalTrials.gov,2009-04-06,2009-04-30,TRUE
NCT01609946,ClinicalTrials.gov,2012-05-30,2012-06-30,TRUE
NCT02532166,ClinicalTrials.gov,2015-08-17,2012-01-31,FALSE
NCT00705965,ClinicalTrials.gov,2008-06-25,2008-11-30,TRUE
NCT00391534,ClinicalTrials.gov,2006-10-23,2006-10-31,TRUE
NCT02012985,ClinicalTrials.gov,2013-12-11,2013-12-31,TRUE
NCT01220544,ClinicalTrials.gov,2010-10-13,2001-07-31,FALSE
NCT01086839,ClinicalTrials.gov,2010-03-12,2010-03-31,TRUE
NCT00373438,ClinicalTrials.gov,2006-09-06,2009-01-31,TRUE
NCT01213667,ClinicalTrials.gov,2010-10-01,2010-01-31,FALSE
NCT02275884,ClinicalTrials.gov,2014-10-17,2013-06-30,FALSE
NCT01401296,ClinicalTrials.gov,2011-07-20,2011-05-31,FALSE
NCT01635114,ClinicalTrials.gov,2012-07-03,2012-06-30,FALSE
NCT02251470,ClinicalTrials.gov,2014-09-25,2014-10-31,TRUE
NCT00725231,ClinicalTrials.gov,2008-07-25,2008-02-29,FALSE
NCT02043600,ClinicalTrials.gov,2014-01-21,2014-02-28,TRUE
NCT02056951,ClinicalTrials.gov,2014-02-04,2008-01-31,FALSE
NCT00707369,ClinicalTrials.gov,2008-06-24,2008-10-31,TRUE
NCT01030666,ClinicalTrials.gov,2009-12-10,2007-04-30,FALSE
NCT00912561,ClinicalTrials.gov,2009-06-02,2009-06-30,TRUE
NCT01279577,ClinicalTrials.gov,2011-01-18,2010-11-30,FALSE
NCT01690325,ClinicalTrials.gov,2012-09-18,2012-09-30,TRUE
NCT01013259,ClinicalTrials.gov,2009-11-10,2009-02-28,FALSE
NCT01486329,ClinicalTrials.gov,2011-12-02,2011-12-31,TRUE
NCT01266200,ClinicalTrials.gov,2010-12-17,2010-12-31,TRUE
NCT01055119,ClinicalTrials.gov,2010-01-22,2009-04-30,FALSE
NCT00639743,ClinicalTrials.gov,2008-03-13,2007-11-16,FALSE
NCT00599495,ClinicalTrials.gov,2008-01-11,2002-11-30,FALSE
NCT01146821,ClinicalTrials.gov,2010-06-17,2013-10-31,TRUE
NCT01143233,ClinicalTrials.gov,2010-06-11,2010-04-30,FALSE
NCT01382147,ClinicalTrials.gov,2011-06-23,2009-07-01,FALSE
NCT01647880,ClinicalTrials.gov,2012-07-23,2013-07-31,TRUE
NCT01696526,ClinicalTrials.gov,2012-09-27,2012-10-31,TRUE
NCT01407887,ClinicalTrials.gov,2011-08-01,2011-08-31,TRUE
NCT02163863,ClinicalTrials.gov,2014-06-09,2010-02-28,FALSE
NCT00832039,ClinicalTrials.gov,2009-01-28,2009-11-30,TRUE
NCT00802906,ClinicalTrials.gov,2008-12-04,2007-05-31,FALSE
NCT02361697,ClinicalTrials.gov,2015-01-19,2014-12-31,FALSE
NCT00510965,ClinicalTrials.gov,2007-08-01,2007-08-31,TRUE
NCT02553668,ClinicalTrials.gov,2015-07-09,2015-10-31,TRUE
NCT01216605,ClinicalTrials.gov,2010-10-06,2009-11-30,FALSE
NCT02881216,ClinicalTrials.gov,2016-08-15,2015-01-31,FALSE
NCT00668759,ClinicalTrials.gov,2008-04-25,2008-04-30,TRUE
NCT03093584,ClinicalTrials.gov,2017-03-23,2014-04-30,FALSE
NCT01117662,ClinicalTrials.gov,2010-04-28,2012-05-31,TRUE
NCT00621114,ClinicalTrials.gov,2008-01-31,2007-08-31,FALSE
NCT01549015,ClinicalTrials.gov,2012-01-16,2012-01-31,TRUE
NCT01969929,ClinicalTrials.gov,2013-10-18,2013-10-31,TRUE
NCT01257360,ClinicalTrials.gov,2010-12-01,2010-12-31,TRUE
NCT00843960,ClinicalTrials.gov,2009-02-12,2009-02-28,TRUE
NCT00928122,ClinicalTrials.gov,2009-06-03,2008-07-31,FALSE
NCT02270853,ClinicalTrials.gov,2014-10-14,2014-04-30,FALSE
NCT01181401,ClinicalTrials.gov,2010-08-12,2010-08-31,TRUE
NCT01617980,ClinicalTrials.gov,2012-04-10,2012-04-30,TRUE
NCT01370551,ClinicalTrials.gov,2011-05-10,2011-04-30,FALSE
NCT01981915,ClinicalTrials.gov,2013-10-11,2011-01-31,FALSE
NCT01520103,ClinicalTrials.gov,2012-01-25,2012-01-31,TRUE
NCT02337400,ClinicalTrials.gov,2015-01-09,2015-01-31,TRUE
NCT00938574,ClinicalTrials.gov,2009-07-13,2009-06-30,FALSE
NCT01727778,ClinicalTrials.gov,2012-11-12,2012-10-31,FALSE
NCT01510860,ClinicalTrials.gov,2012-01-12,2008-11-30,FALSE
