nct_id,start_date,study_first_submitted_date,study_first_submitted_qc_date,has_prospective_registration,nlm_download_date_description,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_date_type,verification_date,completion_date_type,completion_date,primary_completion_date_type,primary_completion_date,updated_at,start_month_year,verification_month_year,completion_month_year,primary_completion_month_year,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,source_class,delayed_posting,expanded_access_nctid,expanded_access_status_for_nctid,fdaaa801_violation,baseline_type_units_analyzed,patient_registry,were_results_reported,days_compl_to_summary,days_reg_to_start,summary_result_12_month,summary_result_24_month
NCT02429219,2013-11-30,2015-02-19,2015-04-28,FALSE,NA,NA,NA,2015-04-28,2015-04-29,ESTIMATED,NA,NA,NA,NA,NA,NA,2015-04-28,2015-04-29,ESTIMATED,NA,2015-04-30,ACTUAL,2015-02-28,ACTUAL,2015-02-28,2024-09-26T10:31:06Z,2013-11,2015-04,2015-02,2015-02,NA,INTERVENTIONAL,SATURN-P,NA,Saline With Alcohol in TransUrethral Resection aNd Photoselective Vaporisation of the Prostate,Prospective Study of Monitoring the Alcohol Concentration in Breathing Air During Transurethral Prostate Resection of Benign Prostate Hyperplasia (BPH) Assessing the Uptake of Irrigation Fluids,COMPLETED,NA,NA,60,ACTUAL,University of Magdeburg,NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-26T10:31:06Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-446,FALSE,FALSE
NCT01260558,2010-12-31,2010-12-14,2010-12-14,TRUE,NA,NA,NA,2012-05-07,2010-12-15,ESTIMATED,NA,NA,NA,NA,NA,NA,2012-05-07,2012-05-08,ESTIMATED,NA,2012-05-31,ESTIMATED,2012-12-31,ESTIMATED,2012-12-31,2024-09-25T09:08:13Z,2010-12,2012-05,2012-12,2012-12,NA,INTERVENTIONAL,PPS/PFS-OCT,NA,Test of Long-Term Safety and Efficacy of Sirolimus-Permanent-Polymer Eluting Stent (Cypher)- and Sirolimus-Polymer-free Eluting Stents (PPS/PFS) Assessed by Optical Coherence Tomography,Pilop Trial of OCT-determined Coverage of Permanent or Polymer-free Sirolimus Eluting Stent at Long Term,UNKNOWN,RECRUITING,PHASE4,20,ESTIMATED,Deutsches Herzzentrum Muenchen,NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T09:08:13Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,17,FALSE,FALSE
NCT01035190,2010-04-30,2009-12-17,2009-12-17,TRUE,NA,NA,NA,2016-07-04,2009-12-18,ESTIMATED,NA,NA,NA,NA,NA,NA,2016-07-04,2016-07-06,ESTIMATED,NA,2016-07-31,ACTUAL,2016-07-31,ACTUAL,2013-10-31,2024-09-25T09:08:13Z,2010-04,2016-07,2016-07,2013-10,NA,INTERVENTIONAL,NEuroSIS,NA,Efficacy and Safety of Inhaled Budesonide in Very Preterm Infants at Risk for Bronchopulmonary Dysplasia,Efficacy and Safety of Inhaled Budesonide in Very Preterm Infants at Risk for Bronchopulmonary Dysplasia,COMPLETED,NA,PHASE3,863,ACTUAL,University Children's Hospital Tuebingen,NA,1,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNDECIDED,NA,2024-09-25T09:08:13Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,134,FALSE,FALSE
NCT00628797,2008-02-29,2008-02-26,2008-02-26,TRUE,NA,NA,NA,2017-05-29,2008-03-05,ESTIMATED,NA,NA,NA,NA,NA,NA,2017-05-29,2017-05-31,ACTUAL,NA,2017-05-31,ACTUAL,2013-11-30,ACTUAL,2010-07-31,2024-09-27T02:02:41Z,2008-02,2017-05,2013-11,2010-07,NA,INTERVENTIONAL,NA,NA,Effectiveness of UVA1-irradiation in the Treatment of Early Skin Fibrosis in Patients Suffering From Systemic Sclerosis,Multizenter-Studie Zur UVA-1 Therapie für Die Hautbeteiligung Bei Systemischer Sklerodermie,TERMINATED,NA,PHASE1/PHASE2,9,ACTUAL,University of Cologne,NA,2,NA,lack of recruitement,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-27T02:02:41Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,3,FALSE,FALSE
NCT02408575,2015-02-28,2015-03-18,2015-04-02,FALSE,NA,NA,NA,2016-10-25,2015-04-03,ESTIMATED,NA,NA,NA,NA,NA,NA,2016-10-25,2016-10-26,ESTIMATED,NA,2016-10-31,ACTUAL,2016-06-30,ACTUAL,2016-06-30,2024-09-27T02:02:41Z,2015-02,2016-10,2016-06,2016-06,NA,INTERVENTIONAL,NoA-Tin,NA,Hearing Aids With Notched Amplification for the Treatment of Chronic Tinnitus,"Hearing Aids With Notched Amplification for the Treatment of Chronic Tinnitus - A Controlled Randomized Pilot Study on Safety, Tolerability and Clinical Performance",COMPLETED,NA,NA,44,ACTUAL,University of Regensburg,NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-27T02:02:41Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-18,FALSE,FALSE
NCT02564081,2015-08-31,2015-09-29,2015-09-29,FALSE,NA,NA,NA,2016-02-01,2015-09-30,ESTIMATED,NA,NA,NA,NA,NA,NA,2016-02-01,2016-02-02,ESTIMATED,NA,2016-02-29,ACTUAL,2015-12-31,ACTUAL,2015-11-30,2024-09-25T22:45:24Z,2015-08,2016-02,2015-12,2015-11,NA,INTERVENTIONAL,NA,NA,Remote Effects of Lower Limb Stretching,NA,COMPLETED,NA,NA,63,ACTUAL,Goethe University,NA,3,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T22:45:24Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-29,FALSE,FALSE
NCT00560430,2007-11-30,2007-11-16,2007-11-16,TRUE,NA,NA,NA,2010-07-14,2007-11-19,ESTIMATED,NA,NA,NA,NA,NA,NA,2010-07-14,2010-07-15,ESTIMATED,NA,2008-05-31,ACTUAL,2009-10-31,ACTUAL,2009-09-30,2024-09-25T22:45:24Z,2007-11,2008-05,2009-10,2009-09,NA,INTERVENTIONAL,METATEL,NA,Regulation of Inflammatory Parameters by Telmisartan in Hypertensive Patients,Regulation of Inflammatory Parameters by Telmisartan in Hypertensive Patients,COMPLETED,NA,PHASE3,56,ACTUAL,Ludwig-Maximilians - University of Munich,NA,3,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T22:45:24Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,14,FALSE,FALSE
NCT01394692,2007-10-31,2011-07-13,2011-07-13,FALSE,NA,2012-09-20,NA,2012-10-29,2011-07-14,ESTIMATED,2012-10-29,2012-11-28,ESTIMATED,NA,NA,NA,2012-10-29,2012-11-28,ESTIMATED,NA,2012-10-31,ACTUAL,2011-01-31,ACTUAL,2010-07-31,2024-09-26T10:31:06Z,2007-10,2012-10,2011-01,2010-07,NA,INTERVENTIONAL,NA,NA,Comparative Study of Intraoperative MRI-guided vs. Conventional Glioma Surgery,Resection Control of Primary Brain Tumours Using a Low-Field Intraoperative MRI,COMPLETED,NA,NA,58,ACTUAL,Goethe University,NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-26T10:31:06Z,OTHER,NA,NA,NA,NA,NA,NA,TRUE,598,-1351,FALSE,TRUE
NCT01470677,2011-11-30,2011-07-12,2011-11-09,TRUE,NA,NA,NA,2022-07-07,2011-11-11,ESTIMATED,NA,NA,NA,NA,NA,NA,2022-07-07,2022-07-08,ACTUAL,NA,2022-07-31,ACTUAL,2016-01-31,ACTUAL,2016-01-31,2024-09-25T09:08:13Z,2011-11,2022-07,2016-01,2016-01,NA,INTERVENTIONAL,NA,NA,Tachosil for the Prevention of Symptomatic Lymph Cysts,A Collagen-Fibrin Patch (Tachosil®) for the Prevention of Symptomatic Lymphoceles After Pelvic Lymphadenectomy in Women With Gynecologic Malignancies: a Randomized Clinical Trial,COMPLETED,NA,PHASE3,220,ACTUAL,Ruhr University of Bochum,NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T09:08:13Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,141,FALSE,FALSE
NCT00404092,2006-10-31,2006-11-24,2006-11-24,FALSE,NA,2012-12-12,NA,2013-07-25,2006-11-27,ESTIMATED,2012-12-12,2013-01-21,ESTIMATED,NA,NA,NA,2013-07-25,2013-07-31,ESTIMATED,NA,2013-07-31,ACTUAL,2009-10-31,ACTUAL,2009-10-31,2024-09-25T09:08:13Z,2006-10,2013-07,2009-10,2009-10,NA,INTERVENTIONAL,NA,NA,Caspofungin Maximum Tolerated Dose in Patients With Invasive Aspergillosis,A Phase II Dose Escalation Study of Caspofungin in Patients With Invasive Aspergillosis,COMPLETED,NA,PHASE2,46,ACTUAL,University of Cologne,NA,4,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T09:08:13Z,OTHER,NA,NA,NA,NA,NA,NA,TRUE,1138,-24,FALSE,FALSE
NCT01283776,2011-03-31,2011-01-25,2011-01-25,TRUE,NA,NA,NA,2014-06-08,2011-01-26,ESTIMATED,NA,NA,NA,NA,NA,NA,2014-06-08,2014-06-10,ESTIMATED,NA,2014-06-30,ACTUAL,2014-06-30,ACTUAL,2013-12-31,2024-09-26T10:37:05Z,2011-03,2014-06,2014-06,2013-12,NA,INTERVENTIONAL,OCTET-CY,NA,Cyclophosphamide as Sole Graft-Versus-Host-Prophylaxis After Allogeneic Stem Cell Transplantation,A Phase II Study to Investigate the Efficacy of Cyclophosphamide as Sole Graft-Versus-Host-Prophylaxis After Allogeneic Stem Cell Transplantation,COMPLETED,NA,PHASE2,11,ACTUAL,University of Cologne,NA,1,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-26T10:37:05Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,65,FALSE,FALSE
NCT02690909,2016-04-30,2016-02-19,2016-02-19,TRUE,NA,NA,NA,2016-05-10,2016-02-24,ESTIMATED,NA,NA,NA,NA,NA,NA,2016-05-10,2016-05-11,ESTIMATED,NA,2016-05-31,ESTIMATED,2017-08-31,ESTIMATED,2017-04-30,2024-09-25T09:14:37Z,2016-04,2016-05,2017-08,2017-04,NA,INTERVENTIONAL,NA,NA,A Study to Evaluate Safety and Efficacy of the Redy™ Renal Denervation System in the Treatment of Patients With Uncontrolled Hypertension,"A Prospective, Post-marketing, Single-arm, Open Label, Multi-center Clinical Study to Evaluate the Safety and Efficacy of the ReDy™ Renal Denervation System in the Treatment of Patients With Uncontrolled Hypertension",UNKNOWN,RECRUITING,NA,55,ESTIMATED,Renal Dynamics GmbH,NA,1,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,2024-09-25T09:14:37Z,INDUSTRY,NA,NA,NA,NA,NA,NA,FALSE,NA,71,FALSE,FALSE
NCT01304992,2011-02-28,2011-02-25,2011-02-25,TRUE,NA,NA,NA,2012-11-22,2011-02-28,ESTIMATED,NA,NA,NA,NA,NA,NA,2012-11-22,2012-11-27,ESTIMATED,NA,2012-11-30,ACTUAL,2011-11-30,ACTUAL,2011-08-31,2024-09-26T10:37:05Z,2011-02,2012-11,2011-11,2011-08,NA,INTERVENTIONAL,NA,NA,Cholesterol-lowering Effects of Lupin Protein,Effects of Lupin Protein on Lipid and Protein Metabolism in Moderate Hypercholesterolemic Subjects,COMPLETED,NA,NA,66,ACTUAL,University of Jena,NA,3,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-26T10:37:05Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,3,FALSE,FALSE
NCT01832740,2013-01-31,2013-03-08,2013-04-12,FALSE,NA,NA,NA,2016-03-15,2013-04-16,ESTIMATED,NA,NA,NA,NA,NA,NA,2016-03-15,2016-03-16,ESTIMATED,NA,2016-03-31,ACTUAL,2015-01-31,ACTUAL,2015-01-31,2024-09-25T09:14:37Z,2013-01,2016-03,2015-01,2015-01,NA,INTERVENTIONAL,NA,NA,"Effects of Brain Stimulation During Nocturnal Sleep on Memory Consolidation in Younger, Healthy Subjects","Impact of Transcranial Slow Oscillating Stimulation on Memory Consolidation During Nocturnal Slow Wave Sleep in Younger, Healthy Subjects",COMPLETED,NA,NA,22,ESTIMATED,"Charite University, Berlin, Germany",NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T09:14:37Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-36,FALSE,FALSE
NCT01538979,2012-03-31,2012-02-07,2012-02-24,TRUE,NA,NA,NA,2015-12-17,2012-02-27,ESTIMATED,NA,NA,NA,NA,NA,NA,2015-12-17,2015-12-18,ESTIMATED,NA,2015-12-31,ACTUAL,2015-03-31,ACTUAL,2014-12-31,2024-09-26T10:37:05Z,2012-03,2015-12,2015-03,2014-12,NA,INTERVENTIONAL,NA,NA,Phase II Study of Grass Pollen Allergy Vaccine BM32,"Phase IIb Study on the Safety and Efficacy of BM32, a Recombinant Hypoallergenic Vaccine for Immunotherapy of Grass Pollen Allergy",COMPLETED,NA,PHASE2,181,ACTUAL,Biomay AG,NA,3,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-26T10:37:05Z,INDUSTRY,NA,NA,NA,NA,NA,NA,FALSE,NA,53,FALSE,FALSE
NCT00786994,2008-10-31,2008-11-05,2008-11-05,FALSE,NA,2015-04-02,NA,2015-08-30,2008-11-06,ESTIMATED,2015-07-20,2015-08-14,ESTIMATED,NA,NA,NA,2015-08-30,2015-09-14,ESTIMATED,NA,2015-08-31,ACTUAL,2010-11-30,ACTUAL,2010-11-30,2024-09-25T22:51:47Z,2008-10,2015-08,2010-11,2010-11,NA,INTERVENTIONAL,NA,ITT,The Efficacy and Tolerability of Oleogel-S-10 in Patients With Actinic Keratoses,"Randomized, Multicenter, Double Blind Study to Compare the Efficacy and Tolerability of Oleogel-S-10 for 3 Month Versus Placebo Only in Patients With Mild to Moderate Actinic Keratoses Located at the Face and Head Oleogel-S-10 in Actinic Keratoses Trial",COMPLETED,NA,PHASE2,165,ACTUAL,Amryt Pharma,NA,4,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T22:51:47Z,INDUSTRY,NA,NA,NA,NA,NA,NA,TRUE,1584,-5,FALSE,FALSE
NCT02125903,2013-05-31,2014-02-05,2014-04-28,FALSE,NA,NA,NA,2015-01-23,2014-04-29,ESTIMATED,NA,NA,NA,NA,NA,NA,2015-01-23,2015-01-26,ESTIMATED,NA,2015-01-31,ACTUAL,2014-11-30,ACTUAL,2014-05-31,2024-09-26T10:37:05Z,2013-05,2015-01,2014-11,2014-05,NA,INTERVENTIONAL,NA,NA,Comparison of Continuous Femoral Nerve Block and Adductor Canal Block After Total Knee Replacement Therapy,Randomized Controlled Study: Comparison of Continuous Femoral Nerve Block and Adductor Canal Block After Total Knee Replacement Therapy Relating to Early Mobilization and Analgesia,COMPLETED,NA,NA,44,ACTUAL,Philipps University Marburg Medical Center,NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-26T10:37:05Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-250,FALSE,FALSE
NCT00854516,2009-02-28,2009-02-27,2009-03-02,TRUE,NA,NA,NA,2012-01-20,2009-03-03,ESTIMATED,NA,NA,NA,NA,NA,NA,2012-01-20,2012-01-23,ESTIMATED,NA,2010-10-31,ACTUAL,2010-01-31,ACTUAL,2009-10-31,2024-09-25T22:51:47Z,2009-02,2010-10,2010-01,2009-10,NA,INTERVENTIONAL,NA,NA,Open Label Clinical Study to Assess the Clinical Safety of a New Compression Device in Subjects With Peripheral Arterial Vascular Disease,Open Label Clinical Study to Assess the Clinical Safety of a New Compression Procedure in Subjects With Peripheral Arterial Vascular Disease,COMPLETED,NA,NA,15,ACTUAL,3M,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T22:51:47Z,INDUSTRY,NA,NA,NA,NA,NA,NA,FALSE,NA,1,FALSE,FALSE
NCT02509559,2013-10-31,2015-06-30,2015-07-23,FALSE,NA,NA,NA,2015-07-23,2015-07-28,ESTIMATED,NA,NA,NA,NA,NA,NA,2015-07-23,2015-07-28,ESTIMATED,NA,2015-07-31,ACTUAL,2015-01-31,ACTUAL,2014-02-28,2024-09-25T09:14:37Z,2013-10,2015-07,2015-01,2014-02,NA,INTERVENTIONAL,BBEmoMem_G,NA,Effects of Propranolol (vs. Placebo) on Information Processing During Presentation of Emotionally Arousing Pictures,Effects of Propranolol (vs. Placebo) on Information Processing During Presentation of Emotionally Arousing Pictures After Single Dose (80 mg) Administration and Relationships Between ß1- and ß2-adrenoreceptors Genotype and Both the Information Processing and the Propranolol Effects in 64 Healthy Male Subjects,COMPLETED,NA,PHASE1,8,ACTUAL,University Medicine Greifswald,NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T09:14:37Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-607,FALSE,FALSE
NCT01197508,2010-09-30,2010-09-08,2010-09-08,TRUE,NA,2012-06-26,NA,2014-03-14,2010-09-09,ESTIMATED,2012-09-27,2012-10-29,ESTIMATED,NA,NA,NA,2014-03-14,2014-04-11,ESTIMATED,NA,2014-03-31,ACTUAL,2012-01-31,ACTUAL,2012-01-31,2024-09-27T01:50:14Z,2010-09,2014-03,2012-01,2012-01,NA,INTERVENTIONAL,NA,NA,A Study to Assess the Efficacy and Safety of TC-5214 as an Adjunct Therapy in Patients With Major Depressive Disorder.,"A Multicenter, Randomized, Double-Blind Parallel Group Placebo-Controlled Phase III, Efficacy and Safety Study of 3 Fixed Dose Groups of TC-5214 (S-mecamylamine) as an Adjunct to an Antidepressants in Patients With Major Depressive Disorder Who Exhibit an Inadequate Response to Antidepressant Therapy",COMPLETED,NA,PHASE3,696,ACTUAL,AstraZeneca,NA,4,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-27T01:50:14Z,INDUSTRY,NA,NA,NA,NA,NA,NA,TRUE,147,22,TRUE,TRUE
NCT00727207,2008-05-31,2008-07-31,2008-07-31,FALSE,NA,NA,NA,2012-12-13,2008-08-01,ESTIMATED,NA,NA,NA,NA,NA,NA,2012-12-13,2012-12-17,ESTIMATED,NA,2012-12-31,ESTIMATED,2014-09-30,ACTUAL,2011-05-31,2024-09-25T09:14:37Z,2008-05,2012-12,2014-09,2011-05,NA,INTERVENTIONAL,NA,NA,Everolimus in Treating Older Patients With Mantle Cell Lymphoma Previously Treated With First-Line or Second-Line Chemotherapy,Phase II Trial on Efficacy of mTOR Inhibitor RAD001 as Maintenance Therapy for Patients Above 60 Years in Mantle Cell Lymphoma After First and Second Line Chemotherapy,TERMINATED,NA,PHASE2,35,ESTIMATED,Technical University of Munich,NA,NA,NA,Lack of participations (8 of 25),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T09:14:37Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-61,FALSE,FALSE
NCT00170573,2001-10-31,2005-09-09,2005-09-09,FALSE,NA,NA,NA,2016-03-24,2005-09-15,ESTIMATED,NA,NA,NA,NA,NA,NA,2016-03-24,2016-03-25,ESTIMATED,NA,2016-03-31,ACTUAL,2010-08-31,ACTUAL,2009-04-30,2024-09-24T21:50:58Z,2001-10,2016-03,2010-08,2009-04,NA,INTERVENTIONAL,NA,NA,Caelyx Biweekly in Heavily Pretreated Patients With Relapsed Ovarian Cancer,NA,COMPLETED,NA,PHASE2,82,ACTUAL,North Eastern German Society of Gynaecological Oncology,NA,1,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-24T21:50:58Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-1409,FALSE,FALSE
NCT00199004,2004-04-30,2005-09-12,2005-09-12,FALSE,NA,NA,NA,2010-08-20,2005-09-20,ESTIMATED,NA,NA,NA,NA,NA,NA,2010-08-20,2010-08-23,ESTIMATED,NA,2008-05-31,ACTUAL,2009-03-31,ACTUAL,2009-03-31,2024-09-25T09:14:37Z,2004-04,2008-05,2009-03,2009-03,NA,INTERVENTIONAL,NA,NA,Trial for Treatment of Adult Patients With Standard Risk Acute Lymphoblastic Leukemia With Chemotherapy and Rituximab,German Multicenter Trial for Treatment Optimisation in Acute Lymphoblastic Leukemia in Adults and Adolescents Above 15 Years With Rituximab for Improvement of Prognosis in CD20 Positive Standard Risk ALL (Amend 2),COMPLETED,NA,PHASE4,60,ESTIMATED,Johann Wolfgang Goethe University Hospital,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T09:14:37Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-500,FALSE,FALSE
NCT01330901,2011-10-31,2011-04-05,2011-04-06,TRUE,NA,NA,NA,2013-06-03,2011-04-07,ESTIMATED,NA,NA,NA,NA,NA,NA,2013-06-03,2013-06-04,ESTIMATED,NA,2013-06-30,ACTUAL,2013-05-31,ACTUAL,2013-04-30,2024-09-25T09:14:37Z,2011-10,2013-06,2013-05,2013-04,NA,INTERVENTIONAL,TOPAS,NA,Ustekinumab for the Treatment of Patients With Active Ankylosing Spondylitis,"UsTekinumab for the Treatment Of Patients With Active Ankylosing Spondylitis (TOPAS) - a 28-week, Prospective, Open-label, Proof-of-concept Study",COMPLETED,NA,PHASE2,22,ACTUAL,"Charite University, Berlin, Germany",NA,1,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T09:14:37Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,209,FALSE,FALSE
NCT02345200,2013-04-30,2015-01-19,2015-01-22,FALSE,NA,NA,NA,2015-01-22,2015-01-26,ESTIMATED,NA,NA,NA,NA,NA,NA,2015-01-22,2015-01-26,ESTIMATED,NA,2015-01-31,ACTUAL,2014-04-30,ACTUAL,2014-04-30,2024-09-24T21:50:58Z,2013-04,2015-01,2014-04,2014-04,NA,INTERVENTIONAL,NA,NA,Body Composition and Hormonal Status in Ataxia Telangiectasia,"Body Composition, Muscle Strength and Hormonal Status in Patients With Ataxia Telangiectasia Compared to Healthy Controls",COMPLETED,NA,NA,52,ACTUAL,Johann Wolfgang Goethe University Hospital,NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-24T21:50:58Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-629,FALSE,FALSE
NCT01362582,2010-03-31,2010-11-25,2011-05-27,FALSE,NA,NA,NA,2014-09-24,2011-05-30,ESTIMATED,NA,NA,NA,NA,NA,NA,2014-09-24,2014-09-25,ESTIMATED,NA,2014-09-30,ACTUAL,2014-09-30,ACTUAL,2014-08-31,2024-09-25T09:14:37Z,2010-03,2014-09,2014-09,2014-08,NA,INTERVENTIONAL,PANUSCO,NA,Comparing Parenteral Nutrition vs Best Supportive Nutritional Care in Patients With Pancreatic Cancer,Open-label Randomized Multicentre Phase IIIb Trial Comparing Parenteral Substitution Versus Best Supportive Nutritional Care in Patients With Pancreatic Cancer Receiving 2nd Line Chemotherapy,TERMINATED,NA,PHASE3,32,ACTUAL,"National Center for Tumor Diseases, Heidelberg",NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T09:14:37Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-239,FALSE,FALSE
NCT02973919,2015-07-31,2016-11-14,2016-11-21,FALSE,NA,NA,NA,2016-11-21,2016-11-28,ESTIMATED,NA,NA,NA,NA,NA,NA,2016-11-21,2016-11-28,ESTIMATED,NA,2016-11-30,ACTUAL,2016-09-30,ACTUAL,2015-12-31,2024-09-24T21:50:58Z,2015-07,2016-11,2016-09,2015-12,NA,INTERVENTIONAL,NA,NA,EMDR in Spider Phobia: Work Mechanisms and Treatment Outcome,EMDR in Spider Phobia: Work Mechanisms and Treatment Outcome,COMPLETED,NA,NA,53,ACTUAL,University of Regensburg,NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,2024-09-24T21:50:58Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-472,FALSE,FALSE
NCT00647413,2008-05-31,2008-03-26,2008-03-28,TRUE,NA,NA,NA,2008-03-28,2008-03-31,ESTIMATED,NA,NA,NA,NA,NA,NA,2008-03-28,2008-03-31,ESTIMATED,NA,2008-03-31,ESTIMATED,2010-12-31,ESTIMATED,2010-06-30,2024-09-24T21:50:58Z,2008-05,2008-03,2010-12,2010-06,NA,INTERVENTIONAL,GESA,NA,Prevent Exposure to Tobacco Smoke at Home [Gesunde Atemluft zu Hause],Cancer Prevention by Reducing Exposure to Environmental Tobacco Smoke at Home,UNKNOWN,NOT_YET_RECRUITING,NA,6000,ESTIMATED,University Medicine Greifswald,NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-24T21:50:58Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,66,FALSE,FALSE
