iv_id,iv_registry,mdr_study_id,identifier,identifier_type,identifier_type_id,identifier_source
NCT02364219,ClinicalTrials.gov,2183895,EA1/348/14,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT02340299,ClinicalTrials.gov,2182064,EA2/011/12,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT02338388,ClinicalTrials.gov,2181918,(EA1/149/11),Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT02299089,ClinicalTrials.gov,2178908,2013-000533-12,Trial registry ID,11,EU Clinical Trials Register
NCT02299089,ClinicalTrials.gov,2178908,HS-12-455,Sponsor’s ID,14,Camurus AB
NCT02296372,ClinicalTrials.gov,2178700,Charité-MOTAFEE-CGM,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT02253056,ClinicalTrials.gov,2175380,MIFT-Trial,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT02251535,ClinicalTrials.gov,2175264,DePuy ECO257107,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT02223091,ClinicalTrials.gov,2173081,KOKON-109863,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT02216526,ClinicalTrials.gov,2172576,CRC-SP-A-15,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT02213367,ClinicalTrials.gov,2172335,BUCSU,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT02169115,ClinicalTrials.gov,2168946,DRKS00004643,Trial registry ID,11,Deutschen Register Klinischer Studien
NCT02169115,ClinicalTrials.gov,2168946,2011-005615-87,Trial registry ID,11,EU Clinical Trials Register
NCT02169115,ClinicalTrials.gov,2168946,1682/01,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT02169115,ClinicalTrials.gov,2168946,CIGE025EDE17T,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT02110407,ClinicalTrials.gov,2164450,LOCATO-YA-tDCS,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT02110056,ClinicalTrials.gov,2164426,LOCATO-OA-tDCS,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT02092974,ClinicalTrials.gov,2163121,LESO,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT02090686,ClinicalTrials.gov,2162945,Cupping-LBP,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT02052960,ClinicalTrials.gov,2160059,2013-000931-28,Trial registry ID,11,EU Clinical Trials Register
NCT02052960,ClinicalTrials.gov,2160059,GEXMab52201,Sponsor’s ID,14,Glycotope GmbH
NCT01966783,ClinicalTrials.gov,2153464,2012-003362-41,Trial registry ID,11,EU Clinical Trials Register
NCT01966783,ClinicalTrials.gov,2153464,BUS-2/UCA,Sponsor’s ID,14,Dr Falk Pharma GmbH
NCT01954836,ClinicalTrials.gov,2152549,FIT08/2013,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01953549,ClinicalTrials.gov,2152451,PHYS-Stroke,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01928823,ClinicalTrials.gov,2150557,221013,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01928810,ClinicalTrials.gov,2150556,201015,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01924702,ClinicalTrials.gov,2150243,CATS02EO0801,Sponsor’s ID,14,Charité Neurocure AG Flöel
NCT01923493,ClinicalTrials.gov,2150151,Tuina-13,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01845129,ClinicalTrials.gov,2144163,RAPH_01EO0801,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01840839,ClinicalTrials.gov,2143834,Nap-tSOS-aged,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01811589,ClinicalTrials.gov,2141599,AAG-G-H1221,Sponsor’s ID,14,Aesculap
NCT01801280,ClinicalTrials.gov,2140809,2010-021275-92,Trial registry ID,11,EU Clinical Trials Register
NCT01801280,ClinicalTrials.gov,2140809,CERL080ADE20T,Sponsor’s ID,14,Charité – Universitätsmedizin Berlin
NCT01801280,ClinicalTrials.gov,2140809,CERL 080A DE 20 T,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01797887,ClinicalTrials.gov,2140552,VEDA-Trial,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01785082,ClinicalTrials.gov,2139574,2010-023095-31,Trial registry ID,11,EU Clinical Trials Register
NCT01785082,ClinicalTrials.gov,2139574,HUM-001,Sponsor’s ID,14,Humedics GmbH
NCT01782365,ClinicalTrials.gov,2139365,Nap-tSOS-MCI,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01770080,ClinicalTrials.gov,2138424,2011-004777-89,Trial registry ID,11,EU Clinical Trials Register
NCT01770080,ClinicalTrials.gov,2138424,CAS/B/016611,Sponsor’s ID,14,Cassella-med GmbH & Co KG
NCT01693393,ClinicalTrials.gov,2132548,COLO400BDE02T,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01647880,ClinicalTrials.gov,2129090,MOVING,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01605487,ClinicalTrials.gov,2125884,PAFCUTIII,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01582724,ClinicalTrials.gov,2124146,AKUD-12,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01580592,ClinicalTrials.gov,2123984,CIGE025EDE14T,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01525667,ClinicalTrials.gov,2119795,PLX-PAD 1301-01,Sponsor’s ID,14,Pluristem Ltd
NCT01440062,ClinicalTrials.gov,2113262,EVIDIMS,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01402739,ClinicalTrials.gov,2110412,HEART-PoC,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01357694,ClinicalTrials.gov,2106974,BRIA,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01278537,ClinicalTrials.gov,2100955,PERATECS,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01266655,ClinicalTrials.gov,2100041,BACLAD,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01264549,ClinicalTrials.gov,2099879,STRAWINSKI,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01225133,ClinicalTrials.gov,2096873,CARAKA-1,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01181401,ClinicalTrials.gov,2093537,2010-019347-18,Trial registry ID,11,EU Clinical Trials Register
NCT01181401,ClinicalTrials.gov,2093537,ICRAT-0210,Sponsor’s ID,14,"Charité, Universitätsmedizin Berlin"
NCT01143233,ClinicalTrials.gov,2090621,Hipp2010,Sponsor’s ID,14,HiPP GmbH & Co Vertrieb KG
NCT01117597,ClinicalTrials.gov,2088666,AVD20090991,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01112579,ClinicalTrials.gov,2088284,DEFEAT-HF,Sponsor’s ID,14,Medtronic
NCT01050686,ClinicalTrials.gov,2083558,EA4/120/09,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01047891,ClinicalTrials.gov,2083343,TRIAS 2009,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT00942747,ClinicalTrials.gov,2075411,2009-011277-33,Trial registry ID,11,EU Clinical Trials Register
NCT00942747,ClinicalTrials.gov,2075411,PZNSL,Sponsor’s ID,14,"Charité, University Hospital of Berlin"
NCT00942747,ClinicalTrials.gov,2075411,TemPCNSL,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT00865982,ClinicalTrials.gov,2069630,2008-001849-26,Trial registry ID,11,EU Clinical Trials Register
NCT00865982,ClinicalTrials.gov,2069630,DCX-AIO-CHARITE,Sponsor’s ID,14,"Charité, Universitätsmedizin Berlin"
NCT00841256,ClinicalTrials.gov,2067760,2006-005911-82,Trial registry ID,11,EU Clinical Trials Register
NCT00841256,ClinicalTrials.gov,2067760,AL0506st,Sponsor’s ID,14,Allergopharma GmbH & Co KG
NCT00772655,ClinicalTrials.gov,2062566,2006-005778-34,Trial registry ID,11,EU Clinical Trials Register
NCT00772655,ClinicalTrials.gov,2062566,Zevalin first line in FL,Sponsor’s ID,14,"Charité-Universitätsmedizin Berlin, Germany"
NCT00772655,ClinicalTrials.gov,2062566,BFS-No.: 22461/2-2007-001,Type not provided,1,No organisation name provided in source data
NCT00772655,ClinicalTrials.gov,2062566,PEI-No.: 364/01,Type not provided,1,No organisation name provided in source data
NCT00590447,ClinicalTrials.gov,2048782,2005-000743-29,Trial registry ID,11,EU Clinical Trials Register
NCT00590447,ClinicalTrials.gov,2048782,2142002,Sponsor’s ID,14,Heads Study Group
NCT00590447,ClinicalTrials.gov,2048782,"PTLD-1, 3rd. amendment",Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT00530738,ClinicalTrials.gov,2044308,2005-001938-32,Trial registry ID,11,EU Clinical Trials Register
NCT00530738,ClinicalTrials.gov,2044308,HC-G-H-0503,Sponsor’s ID,14,B Braun Melsungen
NCT01703273,ClinicalTrials.gov,2133307,U1111-1131-4384,Trial registry ID,11,International Clinical Trials Registry Platform
NCT01703273,ClinicalTrials.gov,2133307,DRKS00004195,Trial registry ID,11,Deutschen Register Klinischer Studien
NCT01703273,ClinicalTrials.gov,2133307,01GI1120B,Sponsor’s ID,14,"Klinik für Psychiatrie, Psychosomatik undPsychotherapie des Kindes- und JugendaltersLVR-Klinikum EssenKliniken/Institut der Universität Duisburg-Essen"
NCT01703273,ClinicalTrials.gov,2133307,01GI1120B,Funder / Contract ID,13,Bundesministerium für Bildung und Forschung
NCT01541579,ClinicalTrials.gov,2121006,Cx601-0302,Sponsor’s ID,14,Takeda
NCT01727362,ClinicalTrials.gov,2135149,ACU in breast cancer,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01471782,ClinicalTrials.gov,2115675,2010-024264-18,Trial registry ID,11,EU Clinical Trials Register
NCT01471782,ClinicalTrials.gov,2115675,MT103-205,Sponsor’s ID,14,Amgen
NCT01540383,ClinicalTrials.gov,2120914,DRKS00003337,Trial registry ID,11,Deutschen Register Klinischer Studien
NCT01540383,ClinicalTrials.gov,2120914,EA1/234/11,Sponsor’s ID,14,University Hospital Muenster
NCT03584451,ClinicalTrials.gov,2277481,rehasport after THA,Sponsor’s ID,14,Technische Universität Dresden
NCT02834338,ClinicalTrials.gov,2219904,TW-003,Sponsor’s ID,14,Technische Universität Dresden
NCT02620553,ClinicalTrials.gov,2203526,05-1043,Sponsor’s ID,14,University of Colorado
NCT02612220,ClinicalTrials.gov,2202887,VTG-03,Sponsor’s ID,14,Technische Universität Dresden
NCT02552589,ClinicalTrials.gov,2198324,PAR012015,Sponsor’s ID,14,Technische Universität Dresden
NCT02534285,ClinicalTrials.gov,2196922,Dresden EK30012015,Sponsor’s ID,14,Technische Universität Dresden
NCT02153294,ClinicalTrials.gov,2167736,PReVENT-NL,Sponsor’s ID,14,"Academisch Medisch Centrum, Universiteit van Amsterdam (AMC-UvA)"
NCT02153294,ClinicalTrials.gov,2167736,80-83700-98-42001,Funder / Contract ID,13,ZonMw: The Netherlands Organisation for Health Research and Development
NCT02138552,ClinicalTrials.gov,2166606,2013-002708-14,Trial registry ID,11,EU Clinical Trials Register
NCT02138552,ClinicalTrials.gov,2166606,OML0113,Sponsor’s ID,14,Schülke & Mayr GmbH
NCT02137798,ClinicalTrials.gov,2166548,EK474122013,Sponsor’s ID,14,Technische Universität Dresden
NCT02137798,ClinicalTrials.gov,2166548,CARTOUNIVU,Funder / Contract ID,13,Biosense Webster
NCT01954914,ClinicalTrials.gov,2152555,TUD-MOBIL1-056,Sponsor’s ID,14,Technische Universität Dresden
NCT01442610,ClinicalTrials.gov,2113457,2010-023756-82,Trial registry ID,11,EU Clinical Trials Register
NCT01442610,ClinicalTrials.gov,2113457,TUD-RaSPar-051,Sponsor’s ID,14,Technische Universität Dresden
NCT01111448,ClinicalTrials.gov,2088197,TUD-TEMDS1-042,Sponsor’s ID,14,Technische Universität Dresden
NCT00893373,ClinicalTrials.gov,2071702,2008-004968-40,Trial registry ID,11,EU Clinical Trials Register
NCT00893373,ClinicalTrials.gov,2071702,TUD-SORAML-034,Sponsor’s ID,14,Technische Universität Dresden
NCT00862511,ClinicalTrials.gov,2069366,KneeIon,Sponsor’s ID,14,Technische Universität Dresden
NCT02134470,ClinicalTrials.gov,2166293,BISP-SALIVA-2014,Sponsor’s ID,14,Paracelsus Medizinische Privatuniversität
NCT02727140,ClinicalTrials.gov,2211690,15-6726-BO,Sponsor’s ID,14,Universität Duisburg-Essen
NCT02420145,ClinicalTrials.gov,2188177,15-6194-BO,Sponsor’s ID,14,Universität Duisburg-Essen
NCT02334813,ClinicalTrials.gov,2181644,EIS2002,Sponsor’s ID,14,Universitätsklinikum Essen
NCT02222051,ClinicalTrials.gov,2173001,13-5672 Tai Chi Neck Pain,Sponsor’s ID,14,Universität Duisburg-Essen
NCT02080299,ClinicalTrials.gov,2162151,135355-BO,Sponsor’s ID,14,Universitätsklinikum Essen
NCT02043600,ClinicalTrials.gov,2159343,13-5560-BO,Sponsor’s ID,14,Universität Duisburg-Essen
NCT02038244,ClinicalTrials.gov,2158933,135393-BO,Sponsor’s ID,14,Universität Duisburg-Essen
NCT02027792,ClinicalTrials.gov,2158133,13-5581 KoGon,Sponsor’s ID,14,Universität Duisburg-Essen
NCT01908270,ClinicalTrials.gov,2148989,13-5421-BO,Sponsor’s ID,14,Universität Duisburg-Essen
NCT01735513,ClinicalTrials.gov,2135772,WDHZ-TC-TAo-EmbolX,Sponsor’s ID,14,Universitätsklinikum Essen
NCT01635634,ClinicalTrials.gov,2128193,CuFib,Sponsor’s ID,14,Universität Duisburg-Essen
NCT01303952,ClinicalTrials.gov,2102894,2009-016966-97,Trial registry ID,11,EU Clinical Trials Register
NCT01303952,ClinicalTrials.gov,2102894,CAD01,Sponsor’s ID,14,Universitätsklinikum Essen
NCT01197885,ClinicalTrials.gov,2094793,2009-017365-36,Trial registry ID,11,EU Clinical Trials Register
NCT01197885,ClinicalTrials.gov,2094793,GM-IMAB-001-02,Sponsor’s ID,14,Astellas Pharma
NCT01051167,ClinicalTrials.gov,2083595,2007-000460-24,Trial registry ID,11,EU Clinical Trials Register
NCT01051167,ClinicalTrials.gov,2083595,TT1-2007,Sponsor’s ID,14,Universität Duisburg-Essen
NCT00733343,ClinicalTrials.gov,2059586,ISRCTN19572887,Trial registry ID,11,ISRCTN
NCT00733343,ClinicalTrials.gov,2059586,01,Sponsor’s ID,14,ResMed
NCT00554164,ClinicalTrials.gov,2046073,2006-001641-33,Trial registry ID,11,EU Clinical Trials Register
NCT00554164,ClinicalTrials.gov,2046073,PETAL-Studie,Sponsor’s ID,14,Universitätsklinikum Essen
NCT00554164,ClinicalTrials.gov,2046073,PETAL trial,Sponsor’s ID,14,Universitätsklinikum Essen
NCT00554164,ClinicalTrials.gov,2046073,Krebshilfe Grant 107592,Type not provided,1,No organisation name provided in source data
NCT01027884,ClinicalTrials.gov,2081871,2009-012037-30,Trial registry ID,11,EU Clinical Trials Register
NCT01027884,ClinicalTrials.gov,2081871,SNT-III-003,Sponsor’s ID,14,Santhera Pharmaceuticals
NCT03226587,ClinicalTrials.gov,2250015,15-035,Sponsor’s ID,14,Heinrich Heine Universität Düsseldorf
NCT02734901,ClinicalTrials.gov,2212286,Rapsberry,Sponsor’s ID,14,Heinrich Heine Universität Düsseldorf
NCT02734901,ClinicalTrials.gov,2212286,15-038,Other,90,CTSU
NCT02728466,ClinicalTrials.gov,2211792,Cocoa procyanidins,Sponsor’s ID,14,Heinrich Heine Universität Düsseldorf
NCT02728466,ClinicalTrials.gov,2211792,12-018,Other,90,CTSU
NCT02682758,ClinicalTrials.gov,2208287,5161R,Sponsor’s ID,14,Heinrich Heine Universität Düsseldorf
NCT02520830,ClinicalTrials.gov,2195890,Blueberries,Sponsor’s ID,14,Heinrich Heine Universität Düsseldorf
NCT02517801,ClinicalTrials.gov,2195659,Anthocyanins,Sponsor’s ID,14,Heinrich Heine Universität Düsseldorf
NCT02517775,ClinicalTrials.gov,2195657,14-012,Sponsor’s ID,14,Heinrich Heine Universität Düsseldorf
NCT02220517,ClinicalTrials.gov,2172883,003,Sponsor’s ID,14,Heinrich Heine Universität Düsseldorf
NCT02149238,ClinicalTrials.gov,2167426,New Drink,Sponsor’s ID,14,Heinrich Heine Universität Düsseldorf
NCT01799005,ClinicalTrials.gov,2140636,FHS,Sponsor’s ID,14,Heinrich Heine Universität Düsseldorf
NCT01655368,ClinicalTrials.gov,2129652,DRKS00004217,Trial registry ID,11,Deutschen Register Klinischer Studien
NCT01655368,ClinicalTrials.gov,2129652,STEM,Sponsor’s ID,14,Heinrich Heine Universität Düsseldorf
NCT01639781,ClinicalTrials.gov,2128511,AGE-111-CH,Sponsor’s ID,14,Heinrich Heine Universität Düsseldorf
NCT01639781,ClinicalTrials.gov,2128511,FLA-111-CH,Other,90,Flaviola
NCT00847444,ClinicalTrials.gov,2068230,SUCCESS-C Trial,Sponsor’s ID,14,"Ludwig-Maximilians, University of Munich"
NCT03268720,ClinicalTrials.gov,2253252,Glutensensitivity,Sponsor’s ID,14,University of Erlangen-Nürnberg Medical School
NCT03012750,ClinicalTrials.gov,2233596,SPY-Angiosome,Sponsor’s ID,14,Universitätsklinikum Erlangen
NCT02992236,ClinicalTrials.gov,2232019,VAS203/I/3/05,Sponsor’s ID,14,veriNOS operations GmbH
NCT02857660,ClinicalTrials.gov,2221693,FRANSO_2016_IMP,Sponsor’s ID,14,University of Erlangen-Nürnberg Medical School
NCT02684656,ClinicalTrials.gov,2208433,UErlangen-Nurnberg,Sponsor’s ID,14,University of Erlangen-Nürnberg Medical School
NCT02590575,ClinicalTrials.gov,2201236,SZ_G_023.14-II-4,Sponsor’s ID,14,University of Erlangen-Nürnberg Medical School
NCT02471963,ClinicalTrials.gov,2192149,CRC2014EMPA,Sponsor’s ID,14,University of Erlangen-Nürnberg Medical School
NCT02383238,ClinicalTrials.gov,2185349,MB102-210,Sponsor’s ID,14,University of Erlangen-Nürnberg Medical School
NCT02356016,ClinicalTrials.gov,2183267,FORMOsA P2 TP3,Sponsor’s ID,14,University of Erlangen-Nürnberg Medical School
NCT02078986,ClinicalTrials.gov,2162050,EMSvsHIT,Sponsor’s ID,14,University of Erlangen-Nürnberg Medical School
NCT02078986,ClinicalTrials.gov,2162050,IMP_FAU,Other,90,"Institute of Medical Physics, University of Erlangen-Nuremberg"
NCT02035709,ClinicalTrials.gov,2158738,2013-002875-16,Trial registry ID,11,EU Clinical Trials Register
NCT02035709,ClinicalTrials.gov,2158738,TCI-PCA-001,Sponsor’s ID,14,University of Erlangen-Nürnberg Medical School
NCT01856244,ClinicalTrials.gov,2145013,DSN-0613,Sponsor’s ID,14,University of Erlangen-Nürnberg
NCT01835678,ClinicalTrials.gov,2143440,2012-002278-30,Trial registry ID,11,EU Clinical Trials Register
NCT01835678,ClinicalTrials.gov,2143440,CRC2012LINA,Sponsor’s ID,14,University of Erlangen-Nürnberg Medical School
NCT01766791,ClinicalTrials.gov,2138172,PUSH-D-ER,Sponsor’s ID,14,University of Erlangen-Nürnberg Medical School
NCT01766791,ClinicalTrials.gov,2138172,Study-098,Other,90,University of Erlangen-Nurnberg
NCT01448213,ClinicalTrials.gov,2113875,2011-0329,Sponsor’s ID,14,Price Vision Group
NCT01330485,ClinicalTrials.gov,2104906,BE4510/3-1,Sponsor’s ID,14,Friedrich-Alexander-Universität Erlangen-Nuremberg
NCT00349076,ClinicalTrials.gov,2030639,CAO/ARO/AIO-04,Sponsor’s ID,14,University of Erlangen-Nürnberg Medical School
NCT00349076,ClinicalTrials.gov,2030639,German Cancer Aid (no. 106759),Type not provided,1,No organisation name provided in source data
NCT01041950,ClinicalTrials.gov,2082891,LUCAS-IVH,Sponsor’s ID,14,University of Erlangen-Nürnberg Medical School
NCT00724022,ClinicalTrials.gov,2058875,DRKS00000452,Trial registry ID,11,Deutschen Register Klinischer Studien
NCT00724022,ClinicalTrials.gov,2058875,2007-006516-31,Trial registry ID,11,EU Clinical Trials Register
NCT00724022,ClinicalTrials.gov,2058875,UKF001600,Sponsor’s ID,14,Universitätsklinikum Freiburg
NCT00724022,ClinicalTrials.gov,2058875,4033996,Sponsor’s ID,14,Universitätsklinikum Freiburg
NCT00724022,ClinicalTrials.gov,2058875,IT1850071,Sponsor’s ID,14,Universitätsklinikum Freiburg
NCT03331159,ClinicalTrials.gov,2258045,NanoBone - ALIF,Sponsor’s ID,14,Johann Wolfgang Goethe University Hospital
NCT02919527,ClinicalTrials.gov,2226444,SpM2016-005,Sponsor’s ID,14,Goethe-Universität Frankfurt am Main
NCT02870972,ClinicalTrials.gov,2222716,2016-001272-29,Trial registry ID,11,EU Clinical Trials Register
NCT02870972,ClinicalTrials.gov,2222716,BCX7353-203,Sponsor’s ID,14,BioCryst Pharmaceuticals
NCT02810535,ClinicalTrials.gov,2218083,FRA.LISA.2015,Sponsor’s ID,14,Johann Wolfgang Goethe University Hospital
NCT02716389,ClinicalTrials.gov,2210866,SpM2016-001,Sponsor’s ID,14,Goethe-Universität Frankfurt am Main
NCT02677129,ClinicalTrials.gov,2207856,SPM2015-003,Sponsor’s ID,14,Goethe-Universität Frankfurt am Main
NCT02609412,ClinicalTrials.gov,2202674,SpM2015-002,Sponsor’s ID,14,Goethe-Universität Frankfurt am Main
NCT02564081,ClinicalTrials.gov,2199203,SpM2015-001,Sponsor’s ID,14,Goethe-Universität Frankfurt am Main
NCT02410096,ClinicalTrials.gov,2187408,KGU-360/14,Sponsor’s ID,14,Johann Wolfgang Goethe University Hospital
NCT02345200,ClinicalTrials.gov,2182439,BIA_AT2014,Sponsor’s ID,14,Johann Wolfgang Goethe University Hospital
NCT02343029,ClinicalTrials.gov,2182274,SMART,Sponsor’s ID,14,Goethe-Universität Frankfurt am Main
NCT02153372,ClinicalTrials.gov,2167742,BMC2012,Sponsor’s ID,14,Goethe-Universität Frankfurt am Main
NCT02102919,ClinicalTrials.gov,2163881,Main study (PhD)- part I,Sponsor’s ID,14,Bern University of Applied Sciences
NCT02026492,ClinicalTrials.gov,2158033,KGU-208/13,Sponsor’s ID,14,Johann Wolfgang Goethe University Hospital
NCT01986517,ClinicalTrials.gov,2154975,Feedback-01,Sponsor’s ID,14,Goethe-Universität Frankfurt am Main
NCT01870271,ClinicalTrials.gov,2146082,Pilot-DCPT,Sponsor’s ID,14,Goethe-Universität Frankfurt am Main
NCT01841476,ClinicalTrials.gov,2143883,POL-3,Sponsor’s ID,14,Polyphor Ltd
NCT01796119,ClinicalTrials.gov,2140416,IRB1665,Sponsor’s ID,14,Clinique Dentaire et d’implantologie DrVinh Nguyen
NCT01756118,ClinicalTrials.gov,2137354,2011-005050-61,Trial registry ID,11,EU Clinical Trials Register
NCT01756118,ClinicalTrials.gov,2137354,CBEZ235ZDE01T,Sponsor’s ID,14,Goethe-Universität Frankfurt am Main
NCT01724879,ClinicalTrials.gov,2134961,2010-022854-18,Trial registry ID,11,EU Clinical Trials Register
NCT01724879,ClinicalTrials.gov,2134961,GMALL-PH-01,Sponsor’s ID,14,Goethe-Universität Frankfurt am Main
NCT01716923,ClinicalTrials.gov,2134352,CLI 00070,Sponsor’s ID,14,Cerus Corporation
NCT01569412,ClinicalTrials.gov,2123132,ERTUSO,Sponsor’s ID,14,Krankenhaus Nordwest
NCT01564004,ClinicalTrials.gov,2122718,12/11,Sponsor’s ID,14,Johann Wolfgang Goethe University Hospital
NCT01393067,ClinicalTrials.gov,2109671,148/10,Sponsor’s ID,14,Johann Wolfgang Goethe University Hospital
NCT01279577,ClinicalTrials.gov,2101035,2006-000720-13,Trial registry ID,11,EU Clinical Trials Register
NCT01279577,ClinicalTrials.gov,2101035,TSU-2/CDA,Sponsor’s ID,14,Dr Falk Pharma GmbH
NCT01236807,ClinicalTrials.gov,2097761,MR INFORM-10,Sponsor’s ID,14,King’s College London
NCT01119469,ClinicalTrials.gov,2088810,"WE 4654/2-1, WE 4654/2-3",Sponsor’s ID,14,Goethe-Universität Frankfurt am Main
NCT00849615,ClinicalTrials.gov,2068392,S396 FLOT3,Sponsor’s ID,14,Krankenhaus Nordwest
NCT02163863,ClinicalTrials.gov,2168545,Mimics,Sponsor’s ID,14,Veryan Medical Ltd
NCT01783639,ClinicalTrials.gov,2139463,WIRION™ Pivotal Study (WISE),Sponsor’s ID,14,Gardia Medical
NCT01783639,ClinicalTrials.gov,2139463,WIRION Study Europe (WISE),Other,90,Gardia Medical Ltd
NCT02142231,ClinicalTrials.gov,2166888,AcuTA,Sponsor’s ID,14,Goethe-Universität Frankfurt am Main
NCT01466179,ClinicalTrials.gov,2115248,2011-002257-61,Trial registry ID,11,EU Clinical Trials Register
NCT01466179,ClinicalTrials.gov,2115248,MT103-211,Sponsor’s ID,14,Amgen
NCT01067703,ClinicalTrials.gov,2084856,ME 3559/1-1,Sponsor’s ID,14,Universitätsklinikum Schleswig-Holstein
NCT02930525,ClinicalTrials.gov,2227285,143/16,Sponsor’s ID,14,Albert-Ludwigs-Universität Freiburg
NCT02503293,ClinicalTrials.gov,2194550,DRKS00008784,Trial registry ID,11,Deutschen Register Klinischer Studien
NCT02503293,ClinicalTrials.gov,2194550,ISRCTN55938644,Trial registry ID,11,ISRCTN
NCT02503293,ClinicalTrials.gov,2194550,2014-003746-27,Trial registry ID,11,EU Clinical Trials Register
NCT02503293,ClinicalTrials.gov,2194550,GAN-06,Sponsor’s ID,14,Octapharma
NCT02369848,ClinicalTrials.gov,2184322,TD 0232,Sponsor’s ID,14,"Shockwave Medical, Inc"
NCT02134457,ClinicalTrials.gov,2166292,2013-002539-13,Trial registry ID,11,EU Clinical Trials Register
NCT02134457,ClinicalTrials.gov,2166292,CARE-ROP,Sponsor’s ID,14,Universitätsklinikum Freiburg
NCT01967355,ClinicalTrials.gov,2153507,DRKS00004527,Trial registry ID,11,Deutschen Register Klinischer Studien
NCT01967355,ClinicalTrials.gov,2153507,2013-15,Sponsor’s ID,14,Universitätsklinikum Freiburg
NCT01924962,ClinicalTrials.gov,2150263,BK 1-2011,Sponsor’s ID,14,"University Heart Center Freiburg, Bad Krozingen"
NCT01867736,ClinicalTrials.gov,2145888,C1102,Sponsor’s ID,14,Biotronik AG
NCT01853384,ClinicalTrials.gov,2144793,2012-003286-18,Trial registry ID,11,EU Clinical Trials Register
NCT01853384,ClinicalTrials.gov,2144793,802-247-09-032,Sponsor’s ID,14,Healthpoint
NCT01789918,ClinicalTrials.gov,2139942,CLIN-0030-HT,Sponsor’s ID,14,"ReCor Medical, Inc"
NCT01394354,ClinicalTrials.gov,2109770,DRKS00003074,Trial registry ID,11,Deutschen Register Klinischer Studien
NCT01394354,ClinicalTrials.gov,2109770,2011-000388-28,Trial registry ID,11,EU Clinical Trials Register
NCT01394354,ClinicalTrials.gov,2109770,00658;MK-0683-201,Sponsor’s ID,14,Universitätsklinikum Freiburg
NCT01394354,ClinicalTrials.gov,2109770,4037198,Sponsor’s ID,14,"Universitätsklinikum Freiburg- vertreten durch den Leitenden Ärztlichen Direktor, Prof Dr Dr hc J R Siewert"
NCT01394354,ClinicalTrials.gov,2109770,"00658, MK-0683-201",Sponsor’s ID,14,Universitätsklinikum Freiburg
NCT01267838,ClinicalTrials.gov,2100132,BBK2 study,Sponsor’s ID,14,"University Heart Center Freiburg, Bad Krozingen"
NCT01011920,ClinicalTrials.gov,2080659,DRKS00003763,Trial registry ID,11,Deutschen Register Klinischer Studien
NCT01011920,ClinicalTrials.gov,2080659,2009-012432-32,Trial registry ID,11,EU Clinical Trials Register
